"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns","flowered.cm","bud.cm","fruit.cm","a.flower.cm","infl.cm","flowered.mm","bud.mm","fruit.mm","a.flower.mm","infl.mm"
"OSU_85348",1230.004,10,2360.38,0,1324.958,593.411,"2 miles SE of Harper, Malheur Co., Oregon","0031-08-19",43.854067,-117.600975,243,1954,208.7679785229,144.3642215464,1877.0415125986,1513.5378468886,9.0738911332,30.7588550477,0.09794025,-0.8608311383,19,10.7719812293293,4.82446398548297,19.1900188942475,0,34.7864641090598,107.719812293293,48.2446398548297,191.900188942475,0,347.864641090598
"RMBC_34411",1254.006,10,1811.585,0,139.811,68.352,"Ganges, Saltspring Is.","0010-09-19",48.854081,-123.499812,253,1957,161.195016075,138.1279002112,1109.6653012957,941.7509366629,6.8675821754,4.2894711111,-0.4459816338,1.0092635714,19,1.11491492066226,0.545069162348505,14.4463822342158,0,16.1063663172265,11.1491492066226,5.45069162348505,144.463822342158,0,161.063663172265
"918950465",154.51,5,367.89,118.106,147.36,0,"",NA,48.854426,-123.500507,253,1957,161.1891027263,138.1348081967,1109.663308086,941.7788445827,6.8676532676,4.2898286098,-0.4460876639,1.0079146884,19,4.76862339007184,0,11.9050546890169,3.8219532716329,20.4956313507216,47.6862339007184,0,119.050546890169,38.219532716329,204.956313507216
"1144980",1164.043,10,529.971,0,620.914,298.463,"Kittson Co., Minnesota, river bank of Hallock,","11/09/1958",48.769422,-96.938212,254,1958,132.7462974148,127.9821752002,1068.3161138229,1028.2544220157,8.0462260725,17.1193117854,0.2330797345,-0.5406096366,19,5.33411566411207,2.5640204013082,4.55284727454226,0,12.4509833399625,53.3411566411207,25.640204013082,45.5284727454226,0,124.509833399625
"2008846",622.013,5,0,0,1794.983,937.734,"",NA,47.575193,-116.412674,200,1960,162.7951889646,75.3193779598,1154.5838722664,501.292599505,7.6335457177,20.9241192977,0.2401505498,-0.7999953174,19,14.4288222271882,7.5378971179059,0,0,21.9667193450941,144.288222271882,75.378971179059,0,0,219.667193450941
"1189101",1166.002,10,572.801,0,77.86,97.673,"Wisconsin, Duluth-Superior Harbor, Marker's Island, Superior, SW side, 0.5mi SE of Superior Marina causway","13/08/1960",46.70448,-92.056661,226,1960,151.4606496715,95.8751540496,1220.2077489708,801.9203797454,8.1295325652,20.5157180574,0.0751687431,-0.795327328,19,0.6677518563433,0.837674377917019,4.91252159087206,0,6.41794782513238,6.677518563433,8.37674377917019,49.1252159087206,0,64.1794782513238
"366318",1892,10,0,0,4165.541,1505.872,"Boise River, Canyon Co, NW of Caldwell, Idaho","0021-07-19",43.67694,-116.704062,203,1960,223.2411304142,126.1767355337,2112.6544966805,1110.1133548509,9.0759831039,35.4774505757,0.1606703494,-1.1077397684,19,22.0166014799154,7.95915433403806,0,0,29.9757558139535,220.166014799154,79.5915433403806,0,0,299.757558139535
"919027787",615.07,5,3587.59,0,0,0,"","0022-07-19",41.38,-70.65,203,1963,177.2643134994,77.5464175071,1695.9515704168,740.398008094,9.5457404729,18.614413307,0.0038298676,-0.6628911079,19,0,0,29.1640788853301,0,29.1640788853301,0,0,291.640788853301,0,291.640788853301
"918950471",155.01,5,0,0,697.13,96.17,"",NA,49.194272,-119.543581,190,1963,174.3383811139,71.0786499317,1738.9673260004,657.236454016,9.9782413746,15.7272955284,-0.349823665,-0.6527411046,19,22.4866137668538,3.10205793174634,0,0,25.5886716986001,224.866137668538,31.0205793174634,0,0,255.886716986001
"HCHM07005",1004.002,10,903.813,0,105.622,118.962,"Michigan, Grand Traverse Co., T26, R11W Sec 3, ","26/08/1965",44.681617,-85.626393,238,1965,149.6100324582,120.0176028406,1152.697943065,901.2030992084,7.4908487302,17.9769488011,0.2541457883,-0.5694625248,19,1.05200985655407,1.18487811777267,9.00210358146697,0,11.2389915557937,10.5200985655407,11.8487811777267,90.0210358146697,0,112.389915557937
"919024284",615.03,5,1742.06,0,0,873.14,"","0014-07-19",44.37,-71.61,195,1966,124.8279848077,61.2716650889,1061.6016140745,514.8214971144,8.3476192881,13.2585115967,-0.1332899022,-0.5063127268,19,0,7.09835292587353,14.162398582183,0,21.2607515080565,0,70.9835292587353,141.62398582183,0,212.607515080565
"2008845",624.013,5,2829.211,0,997.44,233.284,"",NA,47.575193,-116.412674,262,1968,139.6674977452,134.4107324054,1086.0862128933,1056.7105849954,7.723380787,16.2534745921,0.2553903885,-0.2565612213,19,7.99214118936625,1.86922387834869,22.6694876549046,0,32.5308527226196,79.9214118936625,18.6922387834869,226.694876549046,0,325.308527226196
"2008847",623.02,5,1267.229,0,622.802,107.331,"",NA,47.575193,-116.412674,262,1968,139.6674977452,134.4107324054,1086.0862128933,1056.7105849954,7.723380787,16.2534745921,0.2553903885,-0.2565612213,19,4.9982504574492,0.861376841834933,10.1700507206831,0,16.0296780199673,49.982504574492,8.61376841834933,101.700507206831,0,160.296780199673
"CHRB0001089",1144.002,10,0,0,1458.086,463.058,"39.97941 -74.88990","26/06/1969",39.97941,-74.8899,177,1969,197.1419178579,78.5075987199,2314.5015681598,770.5525322327,11.7311144693,24.4791660183,-0.3406917489,-0.7900009115,19,12.7454847106911,4.04770271380644,0,0,16.7931874244975,127.454847106911,40.4770271380644,0,0,167.931874244975
"CHRB0001079",1142.016,10,1332.523,0,586.362,0,"39.46883 -74.63373","05/09/1969",39.46883,-74.63373,248,1969,189.1163619421,141.9947522527,2215.9626753701,1783.1746478348,11.7319274281,24.1582003201,-0.1518805063,-0.7753411193,19,5.13444645258911,0,11.6681640187178,0,16.8026104713069,51.3444645258911,0,116.681640187178,0,168.026104713069
"CHRB0001067",1142.044,10,1755.217,0,750.575,889.139,"39.92595 -75.11962","07/09/1969",39.92595,-75.11962,250,1969,198.8341446383,152.9547271235,2507.1048588855,2055.6757437131,11.8327242123,24.7420883806,-0.3377615219,-0.7929386347,19,6.5722073755477,7.78550563726091,15.3690838531615,0,29.7267968659701,65.722073755477,77.8550563726091,153.690838531615,0,297.267968659701
"CHRB0001077",1154.002,10,1527.672,0,654.355,697.675,"39.91822 -75.12594","17/07/1969",39.91822,-75.12594,198,1969,198.835371885,100.9555405104,2508.8253113491,1196.2729489762,11.8480989757,24.7027868771,-0.3394293659,-0.7900374965,19,5.67031079668839,6.04570009410729,13.2380359826066,0,24.9540468734023,56.7031079668839,60.4570009410729,132.380359826066,0,249.540468734023
"RMBC_25135",1257.014,10,1148.996,0,399.848,555.668,"Ladner, 49*06"" N, 123* 04'W","0003-08-19",49.1,-123.066667,215,1970,184.4704002616,102.6017577438,1087.6279586205,667.0510213907,5.890470651,10.6371214852,0.064780191,-0.5683373749,19,3.18093513676061,4.42053946893193,9.14067782856834,0,16.7421524342609,31.8093513676061,44.2053946893193,91.4067782856834,0,167.421524342609
"941136",628.013,5,1468.87,0,558.87,301.317,"",NA,48.275178,-116.593148,231,1970,146.6925712405,98.5734007232,1204.6937450024,937.5013075346,8.2351225108,18.6626818086,-0.113725392,-0.934303241,19,4.44950980314102,2.3989710404084,11.6945827554525,0,18.5430635990019,44.4950980314102,23.989710404084,116.945827554525,0,185.430635990019
"918864361",155.01,5,1439.28,0,0,0,"",NA,49.21,-123.15,289,1971,174.9819411029,175.9784463582,1168.7409697695,1169.699122141,6.7708634812,12.5163528064,0.5550170902,-0.2334662517,19,0,0,46.4253919101994,0,46.4253919101994,0,0,464.253919101994,0,464.253919101994
"OS0015821",1214.237,10,0,0,1132.097,1090.486,"Quebec, comte l'Islet, ST-Jean-Port-Joli, En bordure de la route pres d'une cloture","01/07/1971",47.216233,-70.270214,182,1971,150.8856208583,57.5388717467,1118.0760597497,301.7974335203,7.2499605177,15.5303645092,-0.1202917973,-0.9515385423,19,9.32352580262338,8.98083323107433,0,0,18.3043590336977,93.2352580262338,89.8083323107433,0,0,183.043590336977
"VSC0014952",1110,10,2904.456,0,598.649,580.127,"Ulster Co., New York, Hwy 209 roadside N of Ellenville","18/08/1971",41.726275,-74.388943,230,1971,179.4204253554,102.4203972419,1774.2297322721,1138.8185814844,9.9011782988,18.0364509596,-0.3247160311,-0.8428881013,19,5.39323423423423,5.22636936936937,26.1662702702703,0,36.7858738738739,53.9323423423423,52.2636936936937,261.662702702703,0,367.858738738739
"1721455",626.013,5,2543.553,0,940.034,719.107,"",NA,48.361262,-119.583387,200,1973,189.5551246694,90.3925650798,1579.591484532,746.5495833761,8.3868942816,28.6866049351,0.1599881852,-0.9287838553,19,7.50810286687337,5.74354685925053,20.315496643041,0,33.5671463691649,75.0810286687337,57.4354685925053,203.15496643041,0,335.671463691649
"WTU-V-022153",1248,10,1593.235,0,0,849.593,"Okanogan County, Okanogan, 1 mile NE of Okanogan River Valley","0027-07-19",48.350782,-119.599537,208,1973,191.3134496866,99.8682069098,1600.1709707104,863.8100038919,8.4286504122,29.1840529045,0.2494445359,-0.9279010943,19,0,6.80763621794872,12.7663060897436,0,19.5739423076923,0,68.0763621794872,127.663060897436,0,195.739423076923
"v0057045WIS",1178.015,10,5816.717,0,0,0,"Shawano Co., Wisconsin Cedar Rd 0.6mi E of Lessor-Navarino Rd, T25N R17E sec 7","06/08/1974",44.654477,-88.471245,218,1974,145.6403868248,86.3217678671,1264.0495912996,856.4890995605,8.6654053185,21.5834862501,0.0881933251,-0.8029711908,19,0,0,49.3772744829225,0,49.3772744829225,0,0,493.772744829225,0,493.772744829225
"v0057040WIS",1178.042,10,1070.987,0,453.804,0,"Sawyer Co., Wisconsin, T42N R8W Sec16, low island in Namekagon River","24/08/1974",46.120527,-91.364313,236,1974,119.9685306398,98.8932577196,1057.7646278725,971.6787427961,9.3491156438,19.6715928432,0.1010902319,-0.6241268374,19,3.85218863164471,0,9.09124632228732,0,12.943434953932,38.5218863164471,0,90.9124632228732,0,129.43434953932
"HCHM07018",1001.012,10,1452.502,0,0,433.432,"Allegan Co., Michigan, Ditch along Blue Star Highway","05/07/1974",42.661066,-86.105254,186,1974,157.6248303478,57.7012735169,1537.1030990053,510.8358901819,9.8127169305,20.4567641379,-0.1712607529,-0.7592655596,19,0,4.32993810264013,14.5103355404331,0,18.8402736430732,0,43.2993810264013,145.103355404331,0,188.402736430732
"RMBC_84576",1251,10,0,0,956.854,447.249,"49*07' N, 123*05' W","0031-08-19",49.11369,-123.08085,244,1976,177.0484250943,129.3750538924,1168.7698028529,894.0917315772,6.196943189,6.6785668903,-0.2447623475,-0.6267450497,19,7.64871302957634,3.57513189448441,0,0,11.2238449240608,76.4871302957634,35.7513189448441,0,0,112.238449240608
"0070111MOR",1212.041,10,0,0,1056.606,869.65,"Vermont, Washington, Barre: Steven's Branch at south edge of Barre City.","04/07/1976",44.153546,-72.522394,186,1976,153.0613522753,59.2149546457,1230.5474109874,513.1956020023,7.74157704,20.7065150917,-0.0960011678,-0.8873545193,19,8.71757638561732,7.17508731140283,0,0,15.8926636970202,87.1757638561732,71.7508731140283,0,0,158.926636970202
"v0057055WIS",1178.061,10,0,0,467.509,204.157,"Douglas Co., Solon Springs, next to public access Upper St. Croix Lake ","10/08/1976",46.352654,-91.813241,223,1976,133.1849651404,93.1481435583,1347.1467466383,911.025521857,10.2537649437,20.5289004597,-0.0732946812,-0.7011335269,19,3.96846173500354,1.73299175509587,0,0,5.70145349009941,39.6846173500354,17.3299175509587,0,0,57.0145349009941
"931071103",433,5,0,663.17,2668.166,579.13,"","0020-08-19",44,-77.25,232,1977,161.1069615279,107.2991804309,1454.6418726002,1099.7308686764,9.0436502471,21.0068865306,-0.1136609177,-0.6860888232,19,30.8102309468822,6.68741339491917,0,7.65785219399538,45.1554965357968,308.102309468822,66.8741339491917,0,76.5785219399538,451.554965357968
"RMBC_90585",1260.004,10,5635.575,0,0,0,"49*06'N, 123*04'W","0025-08-19",49.1,-123.066667,237,1978,220.9754075707,164.8683391923,1258.896464648,952.393889917,5.6781155554,12.9927281421,0.150853417,-0.9303972556,19,0,0,44.7266437249406,0,44.7266437249406,0,0,447.266437249406,0,447.266437249406
"RMBC_1254",1254,10,952.788,0,274.973,565.366,"49*06'N, 123*04'W","0025-08-19",49.1,-123.066667,237,1978,220.9754075707,164.8683391923,1258.896464648,952.393889917,5.6781155554,12.9927281421,0.150853417,-0.9303972556,19,2.19276714513557,4.50850079744817,7.59799043062201,0,14.2992583732057,21.9276714513557,45.0850079744816,75.9799043062201,0,142.992583732057
"UWL0000055",906.009,10,208.626,0,1271.712,0,"ST. Louis Co., Minnesota, Duluth, Tallus Island, R15W T49N Sec 23","19/07/1978",46.713467,-92.197839,200,1978,139.6177577525,66.3570024927,1183.9440785609,537.2747712933,8.1349308132,17.3038301638,0.0705615546,-0.6103261822,19,14.0364168567862,0,2.30269235736069,0,16.3391092141469,140.364168567862,0,23.0269235736069,0,163.391092141469
"v0047842WIS",1178.042,10,833.666,0,1847.618,303.515,"Outagamie Co., Wisconsin, T24N R16E Sec 32 see map","24/07/1978",44.526381,-88.56037,205,1978,150.385491933,83.811457695,1486.2600999665,794.3669521054,9.7466638902,19.1713969198,-0.2756799704,-0.7097683354,19,15.6838041428065,2.5764361542288,7.07670864026919,0,25.3369489373044,156.838041428065,25.764361542288,70.7670864026919,0,253.369489373044
"918881836",155.01,5,0,0,625.61,189.66,"",NA,49.090096,-123.081999,191,1979,181.2313428473,79.9392518258,1253.9449227638,476.4921744624,6.9246512728,7.6770509967,-0.0301573668,-0.4782782235,19,20.1796658280111,6.11766982775305,0,0,26.2973356557642,201.796658280111,61.1766982775305,0,0,262.973356557642
"931075349",432.01,5,0,0,1007.04,530.45,"","0005-07-19",44.49,-81.4,186,1979,130.3731909723,38.9184190924,1076.4109857237,281.3191947169,8.4462707706,15.1587292212,-0.0410046339,-0.6642715354,19,11.6552857572741,6.13932547857689,0,0,17.794611235851,116.552857572741,61.3932547857689,0,0,177.94611235851
"1144976",1170.027,10,970.103,0,597.803,113.371,"Mahnomen Co., Minnesota, 4mi West of Waubun","01/08/1979",47.182088,-96.031336,213,1979,133.3976212909,73.3912078365,1277.0723095547,761.0183978388,8.81819696,16.5064313891,-0.1500523835,-0.6220909767,19,5.10930944328635,0.968960545354936,8.29128729507952,0,14.3695572837208,51.0930944328635,9.68960545354936,82.9128729507951,0,143.695572837208
"OS0016027",1228.041,10,1149.772,0,0,0,"Columbia Co., New York, intertidal sore of the Huson River at Germantown","03/10/1979",42.141526,-73.894762,276,1979,170.0496871703,165.6438387647,1680.9136836865,1645.525608826,9.7739200134,19.3912612778,0.020452492,-0.9569418554,19,0,0,9.36265157270808,0,9.36265157270808,0,0,93.6265157270808,0,93.6265157270808
"OS0016028",1226.026,10,2168.894,0,0,0,"Columbia Co., New York, intertidal sore of the Huson River at Germantown","03/10/1979",42.141526,-73.894762,276,1979,170.0496871703,165.6438387647,1680.9136836865,1645.525608826,9.7739200134,19.3912612778,0.020452492,-0.9569418554,19,0,0,17.6904404963679,0,17.6904404963679,0,0,176.904404963679,0,176.904404963679
"919021073",612.07,5,0,0,1508.13,963.76,"","0008-07-19",44,-72.4,190,1980,136.1000881464,59.2888846077,1027.829454716,367.7056145691,8.1274499211,18.3206478425,-0.1178484494,-0.8440793654,19,12.3199143888771,7.87295570768049,0,0,20.1928700965576,123.199143888771,78.7295570768049,0,0,201.928700965576
"1960009",620.007,5,2014.918,0,464.362,594.226,"",NA,48.310204,-116.513526,231,1982,144.4001660788,103.5163509895,1122.5883846214,820.1236992647,7.6874013186,15.383419992,-0.1595580304,-0.9768808308,19,3.74481255856789,4.79209105703645,16.249155251473,0,24.7860588670773,37.4481255856789,47.9209105703645,162.49155251473,0,247.860588670773
"OS192273",1274.19,10,0,0,904.895,1052.841,"39.88139 -82.79750, Pcikerington Marsh, Ohio, Franklin CO","10/07/1982",39.88139,-82.7975,191,1982,174.6984357846,74.2446060213,2037.9878960483,852.3307178768,11.5203476407,15.1051483148,-0.3804768257,-0.3771086741,19,7.10172737189901,8.26282579521108,0,0,15.3645531671101,71.0172737189901,82.6282579521107,0,0,153.645531671101
"OSU_201667",1227.004,10,1875.719,0,581.408,365.755,"Salem Oregon, I-5 and Hwy 22","0025-07-19",44.917171,-122.98756,206,1983,277.0585998644,158.3642209937,1634.0167920783,788.7156544381,5.7357197929,16.0769948405,0.3041225883,-0.6852458213,19,4.73843606051814,2.98087862794253,15.2869835795156,0,23.0062982679763,47.3843606051814,29.8087862794253,152.869835795156,0,230.062982679763
"ILLS00071284",1168.007,10,2654.632,742.66,0,0,"Orange County, New York, intersection of I84 and I87 at Newburgh, NY","13/08/1983",41.515661,-74.072913,225,1983,177.2718570167,110.6182862109,2007.5015325535,1305.0715046616,11.1961995137,28.3557443414,-0.3389608363,-0.8768398407,19,0,0,22.7278774870356,6.35835230439544,29.086229791431,0,0,227.278774870356,63.5835230439544,290.86229791431
"MU-V-000195936",1162.688,10,1766.824,1442.484,0,0,"intersection of I84 and I87 at Newburgh NY, Orange Co, New York","13/08/1983",41.513326,-74.076465,225,1983,177.2611536313,110.6071380908,2008.1118517009,1305.5798400896,11.1981093383,28.3633275396,-0.339156088,-0.8769199828,19,0,0,15.1960285132383,12.4064581383828,27.6024866516211,0,0,151.960285132383,124.064581383828,276.024866516211
"941140",628.003,5,2747.855,0,1269.399,325.112,"",NA,47.33518,-116.888509,231,1986,149.8515661588,84.1074610015,1151.9780775227,815.9013896812,8.2560114446,21.2073955703,-0.1823183573,-1.0134397174,19,10.1066316562182,2.58845897232975,21.8777219217106,0,34.5728125502585,101.066316562182,25.8845897232975,218.777219217106,0,345.728125502585
"v00478828WIS",458.017,10,0,0,311.964,139.623,"Marinette County, Wisconsin, just SW of Peshtigo","20/06/1987",45.043994,-87.747524,171,1987,156.5234896257,57.6288666807,1607.1299389122,448.7843005788,10.1264137574,24.0744846284,-0.1167264042,-0.837617538,19,6.81118823100453,3.04842396679599,0,0,9.85961219780052,68.1118823100453,30.4842396679599,0,0,98.5961219780052
"WTU-V-022164",1248.004,10,3269.745,0,627.489,406.016,"Ada County, Idaho, Boise, Julia Davis Park along Boise River","0024-08-19",43.605887,-116.202495,236,1987,200.2652778495,128.8372837959,2064.7891628766,1476.0692903532,10.1551371601,26.9794647933,-0.1978151653,-0.8167575275,19,5.02794061557495,3.25332290601633,26.1997958339877,0,34.481059355579,50.2794061557495,32.5332290601633,261.997958339877,0,344.81059355579
"OSU_173051",1228.007,10,534.05,0,962.614,813.96,"Malheur County, 23.2 mi W. of Vale on Hwy 20, T20S, R41E","0013-08-19",43.866135,-117.573322,225,1989,189.3915101096,127.3376193779,1677.1127971398,1208.93764712,9.9432062803,26.3500304537,0.1001926188,-0.3408499038,19,7.83883153760524,6.62830097874035,4.3489165778371,0,18.8160490941827,78.3883153760524,66.2830097874035,43.489165778371,0,188.160490941827
"OSU_174946",1233,10,0,0,316.829,655.905,"Malheur County, 23.2 mi W. of Vale on Hwy 20, T20S, R41E","0013-08-19",43.866135,-117.573322,225,1989,189.3915101096,127.3376193779,1677.1127971398,1208.93764712,9.9432062803,26.3500304537,0.1001926188,-0.3408499038,19,2.56957826439578,5.31958637469586,0,0,7.88916463909165,25.6957826439578,53.1958637469586,0,0,78.8916463909164
"MU-V-000195904",1164.62,10,1185.791,0,679.909,365.88,"Rockbridge Co., Virginia, Maury River, Buena Vista, along US Rt 60 1mi e of I81","09/08/1990",37.740362,-79.363611,221,1990,228.5879824812,155.221896686,2437.2021822411,1579.6136603321,10.6650759794,26.7671901738,-0.5769415834,-0.7290120254,19,5.83803300647422,3.14162559461455,10.1817846164414,0,19.1614432175302,58.3803300647422,31.4162559461455,101.817846164414,0,191.614432175302
"ILL00121802",881.02,10,0,0,898.755,479.72,"Rockbridge Co., Virginia, Maury River, Buena Vista, along US Rt 60 1mi e of I81","09/08/1990",37.741469,-79.360297,221,1990,228.4306790828,155.1961222272,2435.6449660524,1578.8745351089,10.665576788,26.7429284309,-0.5775755925,-0.7287627363,19,10.2013007650224,5.44505232571338,0,0,15.6463530907357,102.013007650224,54.4505232571338,0,0,156.463530907357
"MICH-V-1452633",1210.106,10,0,0,950.501,431.005,"Grand Isle Co., Vermont, town of Alburg, W side of Alburg peninsula, just N of State Highway 78 on road along shore of Lake Champlain, 5.6km N of route 129","04/07/1991",44.949482,-73.15399,185,1991,158.6434383444,73.7357112028,1544.9088228989,602.1628050109,9.7358140587,23.5054460853,-0.2099019911,-0.6784337485,19,7.85469206829815,3.56171277557503,0,0,11.4164048438732,78.5469206829815,35.6171277557503,0,0,114.164048438732
"919017871",614.7,5,0,0,856.21,179.69,"","0004-07-19",44.98,-73.3,185,1991,156.9829049401,73.9945692899,1554.2765579969,611.7507655188,9.9828166166,22.974652014,-0.2303043954,-0.6475551777,19,6.9644542053034,1.46160728810802,0,0,8.42606149341142,69.644542053034,14.6160728810802,0,0,84.2606149341142
"1145016",1170.015,10,1074.12,0,1069.995,545.248,"Aitkin Co., Minnesota, S shore of Vanduse Lake,","12/08/1991",46.96524,-93.241242,224,1991,131.2479900952,99.3066067752,1347.5062729703,1014.5907133887,10.3193800497,13.5451840806,-0.0981982759,0.1994437949,19,9.1451391648825,4.66017957034739,9.18039512313944,0,22.9857138583693,91.451391648825,46.6017957034739,91.8039512313944,0,229.857138583693
"1144969",1166.027,10,1710.388,0,270.88,0,"Cass Co., Minnesota, west sore of Big Rice Lake, marshy north side of public access","18/08/1992",46.976365,-93.949801,231,1992,137.9753929707,93.251109706,1037.7010161882,768.922364769,7.5590964533,12.6182333639,-0.0088353549,-0.3888117416,19,2.32310229522987,0,14.6685111065181,0,16.991613401748,23.2310229522987,0,146.685111065181,0,169.91613401748
"1144966",1168.015,10,0,0,957.294,589.449,"Cass Co., Minnesota, leech Lake public access north of Brevik","12/08/1992",47.085191,-94.287507,225,1992,127.2056959815,87.7488881024,999.6071845772,730.5324398019,7.8638219918,12.3344807409,0.100924899,-0.4120496255,19,8.19590501834309,5.04658758663202,0,0,13.2424926049751,81.9590501834308,50.4658758663202,0,0,132.424926049751
"GMUF-0028716",435.01,10,415.774,0,128.927,314.956,"Bedford County, James River Gorge, 0.1mi S of US501 bridge, 1.2mi SE of Snowden","07/08/1992",37.590676,-79.379229,220,1992,226.9220307881,136.1933912161,2358.8233127668,1438.5114802768,10.1507565011,27.5473026506,-0.3068011793,-0.8489434801,19,2.9637709477943,7.24020137468104,9.55780326889037,0,19.7617755913657,29.637709477943,72.4020137468104,95.5780326889037,0,197.617755913657
"919029589",612.07,5,2026.37,0,765.58,731.85,"","0008-08-19",44.61,-71.2,220,1996,121.231870952,73.1170511999,1079.9003524215,659.7328865054,8.8145870171,9.0136898797,-0.3105821935,-0.1760579752,19,6.25402323263679,5.97848285326842,16.5534170928162,0,28.7859231787214,62.5402323263679,59.7848285326842,165.534170928162,0,287.859231787214
"1145012",1174.027,10,0,0,272.219,94.255,"Crow Wing County, Minnesota, 6mi SW of Brainerd small lake west of Baxter","16/08/1996",46.346205,-94.258,229,1996,136.535743143,96.2384139665,1306.6445998543,968.7404505102,9.5626765787,15.5884665342,-0.0855820168,-0.3057816939,19,2.31867750912032,0.802835028495937,0,0,3.12151253761626,23.1867750912032,8.02835028495937,0,0,31.2151253761626
"GMUF-0028717",1392.092,10,1130.558,0,668.783,901.576,"Cornland Rd, 1.1mi ESE of jct. with US Hwy. 17, 2mi NW of Cornland, Chesapeake, Virginia","09/08/1996",36.642878,-76.340581,222,1996,209.3833782954,124.3465627505,2792.9576083994,1726.8904139304,13.3236262375,21.4058588015,-0.5018399691,-0.5790000326,19,4.80415805851912,6.47641104179896,8.12128796085316,0,19.4018570611712,48.0415805851912,64.7641104179896,81.2128796085316,0,194.018570611712
"MICH-V-1355549",1170.084,10,561.751,0,589.836,114.987,"Gogebic Co., W side of Hwy 64 across from entrance rd to Gogebic County Park, T46N R42 W Section 4","15/08/1998",46.410458,-89.557043,227,1998,139.4143454675,106.6534791439,1138.6880799372,835.6499225235,8.1337045241,17.8716081258,-0.3089470845,-0.6825330183,19,5.0409714174367,0.982724317228507,4.80094591499414,0,10.8246416496593,50.409714174367,9.82724317228507,48.0094591499414,0,108.246416496593
"MICH-V-1452635",1206.134,10,2901.666,0,528.11,691.095,"44*41', 81*08'W, Wiarton Bruce Co.,","26/07/1999",44.744901,-81.137362,207,1999,150.3842548008,91.0576077836,1483.5356335267,818.0594204289,9.653130196,19.2250283133,-0.3050279874,-0.652463007,19,4.37853505497731,5.72983598837277,24.0575756922531,0,34.1659467356032,43.7853505497731,57.2983598837277,240.575756922531,0,341.659467356032
"OSU_201699",1230.002,10,0,0,326.533,817.21,"Horseshoe Lake, Marion County, 45.20447, -123.03223, ","0007-07-20",45.20447,-123.03223,189,2000,212.7560754644,95.401451566,1560.962511516,591.0900121393,7.3803177407,16.6415681575,0.0780826508,-0.7806589151,19,2.65473552075525,6.64397293662937,0,0,9.29870845738462,26.5473552075525,66.4397293662937,0,0,92.9870845738462
"1985779",626.029,5,0,0,1368.997,513.34,"",NA,43.21716,-117.579189,202,2001,155.2820375615,73.7763058703,1515.29062523,701.0673174646,9.8579836114,22.1905632531,-0.1030703334,-0.6885925945,19,10.9339743047047,4.0999698097053,0,0,15.03394411441,109.339743047047,40.999698097053,0,0,150.3394411441
"2476966",626.686,5,0,0,0,317.686,"",NA,43.21716,-117.579189,202,2001,155.2820375615,73.7763058703,1515.29062523,701.0673174646,9.8579836114,22.1905632531,-0.1030703334,-0.6885925945,19,0,2.53465052673907,0,0,2.53465052673907,0,25.3465052673907,0,0,25.3465052673907
"919024229",610.05,5,0,0,2299.24,985.11,"","0022-07-20",41.71,-71.83,203,2001,174.699087315,92.1703783818,1821.6785517383,883.0615044459,10.7376799973,22.2158869103,-0.3227326514,-0.4393979867,19,18.8446848618966,8.07401032702237,0,0,26.9186951889189,188.446848618966,80.7401032702238,0,0,269.186951889189
"MICH-V-1200376",1168.007,10,956.267,0,333.209,1235.764,"Manistee Co., Michigan, Norman Twp, east side of Low bridge Road, 170 feet S of Pine River, 0.31mi S of S.R. 55 and 1.46mi E of Snyder Rd.","04/08/2002",44.223623,-85.903269,216,2002,148.0537674702,77.0173879827,1657.7345677626,975.4858395608,11.2497875179,24.7271003253,-0.3134194475,-0.4598900897,19,2.85279968356354,10.5801078246963,8.18716839881953,0,21.6200759070793,28.5279968356354,105.801078246963,81.8716839881953,0,216.200759070793
"MUHW014209",1384.006,10,3190.706,0,463.78,154.506,"UTM Zone 17S 385493mE, 4172312mN, NAD 83, junction of CR15 and US52 N of Williamson near Goodman, Mingo Co","15/08/2005",37.677686,-82.282285,227,2005,310.20012241,224.1580576318,2842.7695598264,1832.848325878,10.3380131933,49.5652825408,-0.0202434381,-1.4785567992,19,3.35099703324986,1.11636799262431,23.0541341583779,0,27.5214991842521,33.5099703324986,11.1636799262431,230.541341583779,0,275.214991842521
"USC0015485",1332.002,10,1121.037,0,999.181,160.449,"Spartanburg Co., South Carolina,  east side of man made pond, south side of Lawson's Fork Creek under power-lines, Cottonwood Trail, ","09/08/2006",34.952363,-81.890159,221,2006,291.0608653077,157.1756797945,3077.2347888687,1952.7594822033,10.7490436725,41.9590764398,-0.2328552635,-1.1653833585,19,7.50134759557418,1.20457026340801,8.4161810567852,0,17.1220989157674,75.0134759557418,12.0457026340801,84.161810567852,0,171.220989157674
