Population,Family,Pop-Fam,Individual,PlantID,Latitude,Longitude,Elevation,Days,Veg,Infl,Nodes,NodeLength,StemWidth,LeafArea
NYLV,24,NYLV-24,a,NYLV-24-a,43.69708333,76.19425,74,87,782,78,18,43.44444444,3.14,
NYLV,24,NYLV-24,b,NYLV-24-b,43.69708333,76.19425,74,85,960,106,23,41.73913043,3.48,372.9
NYLV,25,NYLV-25,a,NYLV-25-a,43.69708333,76.19425,74,137,599,197,24,24.95833333,3.49,
NYLV,25,NYLV-25,b,NYLV-25-b,43.69708333,76.19425,74,78,714,130,17,42,3.9,1705.9
NYLV,26,NYLV-26,a,NYLV-26-a,43.69708333,76.19425,74,85,829,75,22,37.68181818,3.32,
NYLV,26,NYLV-26,b,NYLV-26-b,43.69708333,76.19425,74,78,847,147,21,40.33333333,3.7,1707.2
NYLV,27,NYLV-27,a,NYLV-27-a,43.69708333,76.19425,74,78,882,188,19,46.42105263,5.07,
NYLV,27,NYLV-27,b,NYLV-27-b,43.69708333,76.19425,74,93,973,159,21,46.33333333,4.28,1864.8
NYLV,28,NYLV-28,a,NYLV-28-a,43.69708333,76.19425,74,74,715,241,19,37.63157895,4.15,
NYLV,28,NYLV-28,b,NYLV-28-b,43.69708333,76.19425,74,82,610,105,15,40.66666667,3.08,1666.9
NYLV,29,NYLV-29,a,NYLV-29-a,43.69708333,76.19425,74,88,828,112,18,46,2.9,
NYLV,29,NYLV-29,b,NYLV-29-b,43.69708333,76.19425,74,82,791,230,19,41.63157895,3.81,1989.3
NYLV,30,NYLV-30,a,NYLV-30-a,43.69708333,76.19425,74,132,620,154,25,24.8,1.88,
NYLV,30,NYLV-30,b,NYLV-30-b,43.69708333,76.19425,74,103,1135,180,27,42.03703704,3.79,870.3
NYLV,31,NYLV-31,a,NYLV-31-a,43.69708333,76.19425,74,86,1047,117,21,49.85714286,3.54,
NYLV,31,NYLV-31,b,NYLV-31-b,43.69708333,76.19425,74,83,731,172,17,43,4.1,2001.8
NYLV,32,NYLV-32,a,NYLV-32-a,43.69708333,76.19425,74,83,975,132,22,44.31818182,3.43,
NYLV,32,NYLV-32,b,NYLV-32-b,43.69708333,76.19425,74,88,970,130,23,42.17391304,4.49,1959.3
NYSC,1,NYSC-1,a,NYSC-1-a,42.522,79.17930556,222,78,720,182,18,40,3.78,
NYSC,1,NYSC-1,b,NYSC-1-b,42.522,79.17930556,222,82,920,153,23,40,4.3,1690.9
NYSC,2,NYSC-2,a,NYSC-2-a,42.522,79.17930556,222,85,677,137,20,33.85,2.85,
NYSC,2,NYSC-2,b,NYSC-2-b,42.522,79.17930556,222,88,617,91,18,34.27777778,3.61,1433.9
NYSC,3,NYSC-3,a,NYSC-3-a,42.522,79.17930556,222,79,645,175,17,37.94117647,4.38,
NYSC,3,NYSC-3,b,NYSC-3-b,42.522,79.17930556,222,87,814,231,19,42.84210526,4.12,1324
NYSC,4,NYSC-4,a,NYSC-4-a,42.522,79.17930556,222,95,728,161,29,25.10344828,3.48,
NYSC,5,NYSC-5,b,NYSC-5-b,42.522,79.17930556,222,101,720,50,19,37.89473684,3.61,
NYSC,6,NYSC-6,a,NYSC-6-a,42.522,79.17930556,222,83,605,222,17,35.58823529,3.11,
NYSC,6,NYSC-6,b,NYSC-6-b,42.522,79.17930556,222,78,745,212,16,46.5625,4.06,1556.9
NYSC,7,NYSC-7,a,NYSC-7-a,42.522,79.17930556,222,79,930,160,22,42.27272727,3.98,
NYSC,7,NYSC-7,b,NYSC-7-b,42.522,79.17930556,222,84,932,254,19,49.05263158,4,1542.8
NYSC,8,NYSC-8,a,NYSC-8-a,42.522,79.17930556,222,103,609,265,15,40.6,2.8,
NYSC,8,NYSC-8,b,NYSC-8-b,42.522,79.17930556,222,77,575,212,12,47.91666667,3.66,1081.9
NYSC,9,NYSC-9,a,NYSC-9-a,42.522,79.17930556,222,98,711,180,16,44.4375,2.29,
NYSC,9,NYSC-9,b,NYSC-9-b,42.522,79.17930556,222,91,900,177,18,50,3.64,1615.7
NYSC,10,NYSC-10,a,NYSC-10-a,42.522,79.17930556,222,76,527,100,21,25.0952381,5.04,
NYSC,10,NYSC-10,b,NYSC-10-b,42.522,79.17930556,222,97,663,142,18,36.83333333,3.78,1043.7
NYSC,11,NYSC-11,a,NYSC-11-a,42.522,79.17930556,222,86,847,209,19,44.57894737,4.23,
NYSC,11,NYSC-11,b,NYSC-11-b,42.522,79.17930556,222,87,872,160,18,48.44444444,3.9,1434.3
NYSC,12,NYSC-12,a,NYSC-12-a,42.522,79.17930556,222,88,739,227,17,43.47058824,3.46,
NYSC,12,NYSC-12,b,NYSC-12-b,42.522,79.17930556,222,86,771,142,15,51.4,3.72,2187.6
NYSC,13,NYSC-13,a,NYSC-13-a,42.522,79.17930556,222,90,855,109,18,47.5,3.66,
NYSC,13,NYSC-13,b,NYSC-13-b,42.522,79.17930556,222,84,780,177,21,37.14285714,3.18,1456.3
NYSC,14,NYSC-14,a,NYSC-14-a,42.522,79.17930556,222,86,675,225,14,48.21428571,3.64,
NYSC,14,NYSC-14,b,NYSC-14-b,42.522,79.17930556,222,93,495,232,11,45,2.8,1276.5
NYSC,15,NYSC-15,b,NYSC-15-b,42.522,79.17930556,222,83,758,241,16,47.375,4.01,
NYSC,16,NYSC-16,a,NYSC-16-a,42.522,79.17930556,222,77,647,150,16,40.4375,3.58,
NYSC,17,NYSC-17,a,NYSC-17-a,42.522,79.17930556,222,81,773,150,22,35.13636364,4.54,
NYSC,17,NYSC-17,b,NYSC-17-b,42.522,79.17930556,222,87,915,147,20,45.75,4,1216.4
NYSC,18,NYSC-18,a,NYSC-18-a,42.522,79.17930556,222,78,665,152,17,39.11764706,3.74,
NYSC,18,NYSC-18,b,NYSC-18-b,42.522,79.17930556,222,80,704,224,16,44,3.37,1923.9
NYSC,19,NYSC-19,a,NYSC-19-a,42.522,79.17930556,222,78,680,185,17,40,4.15,
NYSC,19,NYSC-19,b,NYSC-19-b,42.522,79.17930556,222,97,813,160,25,32.52,3.33,838.7
NYSC,20,NYSC-20,b,NYSC-20-b,42.522,79.17930556,222,85,670,115,17,39.41176471,3.06,1884.3
NYSC,21,NYSC-21,a,NYSC-21-a,42.522,79.17930556,222,129,1068,204,28,38.14285714,3.88,
NYSC,21,NYSC-21,b,NYSC-21-b,42.522,79.17930556,222,101,607,194,17,35.70588235,3.04,1310.7
NYSC,22,NYSC-22,a,NYSC-22-a,42.522,79.17930556,222,86,580,166,15,38.66666667,3.62,
NYSC,22,NYSC-22,b,NYSC-22-b,42.522,79.17930556,222,88,785,177,19,41.31578947,3.73,1379.6
NYSC,23,NYSC-23,a,NYSC-23-a,42.522,79.17930556,222,89,747,188,18,41.5,3.2,
NYSC,23,NYSC-23,b,NYSC-23-b,42.522,79.17930556,222,74,720,215,18,40,3.82,1604.1
NYSC,24,NYSC-24,a,NYSC-24-a,42.522,79.17930556,222,80,810,192,15,54,4.24,
NYSC,24,NYSC-24,b,NYSC-24-b,42.522,79.17930556,222,86,773,189,17,45.47058824,3.5,1361.3
NYSC,26,NYSC-26,a,NYSC-26-a,42.522,79.17930556,222,83,642,124,14,45.85714286,3.3,
NYSC,26,NYSC-26,b,NYSC-26-b,42.522,79.17930556,222,79,906,150,18,50.33333333,3.94,1785.7
NYSC,27,NYSC-27,a,NYSC-27-a,42.522,79.17930556,222,85,758,243,21,36.0952381,4.37,
NYSC,28,NYSC-28,a,NYSC-28-a,42.522,79.17930556,222,89,708,162,18,39.33333333,3.14,
NYSC,29,NYSC-29,a,NYSC-29-a,42.522,79.17930556,222,97,803,213,19,42.26315789,3.92,
NYSC,29,NYSC-29,b,NYSC-29-b,42.522,79.17930556,222,78,557,195,15,37.13333333,3.92,661.3
NYSC,30,NYSC-30,a,NYSC-30-a,42.522,79.17930556,222,106,665,114,22,30.22727273,2.69,
NYSC,30,NYSC-30,b,NYSC-30-b,42.522,79.17930556,222,83,810,175,19,42.63157895,3.74,1708.2
NYWM,1,NYWM-1,a,NYWM-1-a,43.28977778,76.12858333,127,102,1070,160,26,41.15384615,3.08,
NYWM,1,NYWM-1,b,NYWM-1-b,43.28977778,76.12858333,127,80,752,200,15,50.13333333,3.72,1840.2
NYWM,2,NYWM-2,a,NYWM-2-a,43.28977778,76.12858333,127,78,684,156,17,40.23529412,3.63,
NYWM,2,NYWM-2,b,NYWM-2-b,43.28977778,76.12858333,127,87,840,233,15,56,4.18,2272.7
NYWM,3,NYWM-3,a,NYWM-3-a,43.28977778,76.12858333,127,89,984,118,19,51.78947368,3.06,
NYWM,3,NYWM-3,b,NYWM-3-b,43.28977778,76.12858333,127,84,465,187,14,33.21428571,3.34,1072.3
NYWM,4,NYWM-4,a,NYWM-4-a,43.28977778,76.12858333,127,85,667,133,15,44.46666667,3.38,
NYWM,4,NYWM-4,b,NYWM-4-b,43.28977778,76.12858333,127,83,600,113,14,42.85714286,3.44,1672.5
NYWM,5,NYWM-5,a,NYWM-5-a,43.28977778,76.12858333,127,94,690,113,17,40.58823529,2.18,
NYWM,5,NYWM-5,b,NYWM-5-b,43.28977778,76.12858333,127,84,770,95,16,48.125,3.04,1005.8
NYWM,6,NYWM-6,a,NYWM-6-a,43.28977778,76.12858333,127,94,1000,162,20,50,3.42,
NYWM,6,NYWM-6,b,NYWM-6-b,43.28977778,76.12858333,127,81,714,147,18,39.66666667,3.34,1215.6
NYWM,7,NYWM-7,a,NYWM-7-a,43.28977778,76.12858333,127,84,963,183,19,50.68421053,4.25,
NYWM,7,NYWM-7,b,NYWM-7-b,43.28977778,76.12858333,127,87,875,185,17,51.47058824,4.15,1564.4
NYWM,8,NYWM-8,a,NYWM-8-a,43.28977778,76.12858333,127,88,887,171,21,42.23809524,3.58,
NYWM,8,NYWM-8,b,NYWM-8-b,43.28977778,76.12858333,127,87,940,185,21,44.76190476,4.57,1921.5
NYWM,9,NYWM-9,a,NYWM-9-a,43.28977778,76.12858333,127,82,970,115,18,53.88888889,4.06,
NYWM,9,NYWM-9,b,NYWM-9-b,43.28977778,76.12858333,127,89,955,217,22,43.40909091,3.98,2089.7
NYWM,10,NYWM-10,a,NYWM-10-a,43.28977778,76.12858333,127,81,710,197,14,50.71428571,3.19,
NYWM,10,NYWM-10,b,NYWM-10-b,43.28977778,76.12858333,127,82,798,145,20,39.9,4.74,1617.2
NYWM,11,NYWM-11,a,NYWM-11-a,43.28977778,76.12858333,127,88,940,129,18,52.22222222,4,
NYWM,11,NYWM-11,b,NYWM-11-b,43.28977778,76.12858333,127,82,896,158,19,47.15789474,4.47,1730.2
NYWM,12,NYWM-12,a,NYWM-12-a,43.28977778,76.12858333,127,81,860,135,21,40.95238095,3.86,
NYWM,12,NYWM-12,b,NYWM-12-b,43.28977778,76.12858333,127,88,533,123,14,38.07142857,2.74,1141.4
NYWM,13,NYWM-13,a,NYWM-13-a,43.28977778,76.12858333,127,80,865,195,16,54.0625,4.06,
NYWM,13,NYWM-13,b,NYWM-13-b,43.28977778,76.12858333,127,83,1000,120,22,45.45454545,4.47,
NYWM,14,NYWM-14,a,NYWM-14-a,43.28977778,76.12858333,127,78,650,145,15,43.33333333,3.99,
NYWM,14,NYWM-14,b,NYWM-14-b,43.28977778,76.12858333,127,79,666,171,12,55.5,3.7,1797.4
NYWM,15,NYWM-15,a,NYWM-15-a,43.28977778,76.12858333,127,79,880,140,19,46.31578947,3.98,
NYWM,15,NYWM-15,b,NYWM-15-b,43.28977778,76.12858333,127,93,1240,98,23,53.91304348,4.81,1437.5
NYWM,16,NYWM-16,a,NYWM-16-a,43.28977778,76.12858333,127,84,785,108,16,49.0625,3.32,
NYWM,16,NYWM-16,b,NYWM-16-b,43.28977778,76.12858333,127,88,708,215,18,39.33333333,3.55,1783.8
NYWM,17,NYWM-17,a,NYWM-17-a,43.28977778,76.12858333,127,84,698,130,18,38.77777778,3.23,
NYWM,17,NYWM-17,b,NYWM-17-b,43.28977778,76.12858333,127,104,620,148,24,25.83333333,2.43,857.2
NYWM,18,NYWM-18,a,NYWM-18-a,43.28977778,76.12858333,127,92,720,142,18,40,3.35,
NYWM,18,NYWM-18,b,NYWM-18-b,43.28977778,76.12858333,127,85,675,133,16,42.1875,3.8,1230.2
NYWM,19,NYWM-19,a,NYWM-19-a,43.28977778,76.12858333,127,88,970,104,19,51.05263158,3.72,
NYWM,19,NYWM-19,b,NYWM-19-b,43.28977778,76.12858333,127,92,855,148,18,47.5,3.81,1146.3
NYWM,20,NYWM-20,a,NYWM-20-a,43.28977778,76.12858333,127,85,907,156,18,50.38888889,3.48,
NYWM,20,NYWM-20,b,NYWM-20-b,43.28977778,76.12858333,127,92,1090,139,22,49.54545455,3.69,1108.5
NYWM,21,NYWM-21,a,NYWM-21-a,43.28977778,76.12858333,127,79,700,231,17,41.17647059,5.06,
NYWM,21,NYWM-21,b,NYWM-21-b,43.28977778,76.12858333,127,94,768,135,22,34.90909091,3.36,1014
NYWM,22,NYWM-22,a,NYWM-22-a,43.28977778,76.12858333,127,83,778,195,17,45.76470588,4.68,
NYWM,22,NYWM-22,b,NYWM-22-b,43.28977778,76.12858333,127,90,857,131,18,47.61111111,3.53,1364.7
NYWM,23,NYWM-23,a,NYWM-23-a,43.28977778,76.12858333,127,130,566,27,19,29.78947368,4.36,
NYWM,23,NYWM-23,b,NYWM-23-b,43.28977778,76.12858333,127,88,815,133,21,38.80952381,3.4,1489
NYWM,24,NYWM-24,a,NYWM-24-a,43.28977778,76.12858333,127,83,923,123,17,54.29411765,5,
NYWM,24,NYWM-24,b,NYWM-24-b,43.28977778,76.12858333,127,80,870,128,13,66.92307692,3.88,1869
NYWM,25,NYWM-25,a,NYWM-25-a,43.28977778,76.12858333,127,96,1044,158,19,54.94736842,4.52,
NYWM,25,NYWM-25,b,NYWM-25-b,43.28977778,76.12858333,127,99,787,161,18,43.72222222,2.67,1115.3
NYWM,26,NYWM-26,a,NYWM-26-a,43.28977778,76.12858333,127,85,950,137,19,50,3.46,
NYWM,26,NYWM-26,b,NYWM-26-b,43.28977778,76.12858333,127,85,784,115,17,46.11764706,2.6,953
NYWM,27,NYWM-27,a,NYWM-27-a,43.28977778,76.12858333,127,83,876,135,17,51.52941176,3.41,
NYWM,28,NYWM-28,a,NYWM-28-a,43.28977778,76.12858333,127,92,838,191,20,41.9,3.82,
NYWM,28,NYWM-28,b,NYWM-28-b,43.28977778,76.12858333,127,80,683,122,16,42.6875,3.61,974.9
NYWM,29,NYWM-29,a,NYWM-29-a,43.28977778,76.12858333,127,96,935,102,21,44.52380952,2.66,
NYWM,29,NYWM-29,b,NYWM-29-b,43.28977778,76.12858333,127,93,1065,136,21,50.71428571,3.27,879.4
NYWM,30,NYWM-30,a,NYWM-30-a,43.28977778,76.12858333,127,83,576,140,13,44.30769231,3.41,
NYWM,30,NYWM-30,b,NYWM-30-b,43.28977778,76.12858333,127,79,627,130,14,44.78571429,3.53,1888.8
OHBV,1,OHBV-1,a,OHBV-1-a,41.46477778,82.81994444,173,79,830,200,22,37.72727273,4.08,
OHBV,1,OHBV-1,b,OHBV-1-b,41.46477778,82.81994444,173,108,920,107,21,43.80952381,2.64,744.5
OHBV,2,OHBV-2,a,OHBV-2-a,41.46477778,82.81994444,173,93,1190,170,19,62.63157895,4.22,
OHBV,2,OHBV-2,b,OHBV-2-b,41.46477778,82.81994444,173,89,1180,163,22,53.63636364,4.8,1572
OHBV,3,OHBV-3,a,OHBV-3-a,41.46477778,82.81994444,173,89,1030,193,19,54.21052632,4.53,
OHBV,3,OHBV-3,b,OHBV-3-b,41.46477778,82.81994444,173,91,901,128,19,47.42105263,3.83,1001.9
OHBV,4,OHBV-4,a,OHBV-4-a,41.46477778,82.81994444,173,102,1280,180,27,47.40740741,4.79,
OHBV,4,OHBV-4,b,OHBV-4-b,41.46477778,82.81994444,173,94,1400,146,24,58.33333333,4.42,1593.7
OHBV,6,OHBV-6,b,OHBV-6-b,41.46477778,82.81994444,173,100,1295,188,32,40.46875,4.06,
OHBV,7,OHBV-7,a,OHBV-7-a,41.46477778,82.81994444,173,89,1206,190,21,57.42857143,5.12,
OHBV,7,OHBV-7,b,OHBV-7-b,41.46477778,82.81994444,173,92,1110,207,22,50.45454545,4.32,1564.1
OHBV,8,OHBV-8,a,OHBV-8-a,41.46477778,82.81994444,173,95,863,169,21,41.0952381,4.25,
OHBV,8,OHBV-8,b,OHBV-8-b,41.46477778,82.81994444,173,104,1108,220,36,30.77777778,4.77,1172.9
OHBV,12,OHBV-12,a,OHBV-12-a,41.46477778,82.81994444,173,87,893,114,19,47,3.68,
OHBV,12,OHBV-12,b,OHBV-12-b,41.46477778,82.81994444,173,93,991,178,20,49.55,3.82,1175.9
OHBV,13,OHBV-13,a,OHBV-13-a,41.46477778,82.81994444,173,90,1130,208,22,51.36363636,5.02,
OHBV,13,OHBV-13,b,OHBV-13-b,41.46477778,82.81994444,173,88,1007,197,19,53,4.45,1485.9
OHBV,15,OHBV-15,a,OHBV-15-a,41.46477778,82.81994444,173,88,808,184,17,47.52941176,4.25,
OHBV,15,OHBV-15,b,OHBV-15-b,41.46477778,82.81994444,173,85,1110,184,21,52.85714286,5.06,1361.7
OHBV,16,OHBV-16,a,OHBV-16-a,41.46477778,82.81994444,173,102,1417,218,28,50.60714286,5.03,
OHBV,16,OHBV-16,b,OHBV-16-b,41.46477778,82.81994444,173,86,1032,142,20,51.6,4.74,1520
OHBV,17,OHBV-17,a,OHBV-17-a,41.46477778,82.81994444,173,83,902,139,20,45.1,4.04,
OHBV,17,OHBV-17,b,OHBV-17-b,41.46477778,82.81994444,173,88,1345,123,22,61.13636364,4.35,2200.1
OHBV,18,OHBV-18,a,OHBV-18-a,41.46477778,82.81994444,173,94,1180,145,22,53.63636364,4.8,
OHBV,18,OHBV-18,b,OHBV-18-b,41.46477778,82.81994444,173,89,1165,193,20,58.25,4.53,1594.1
OHBV,19,OHBV-19,a,OHBV-19-a,41.46477778,82.81994444,173,98,1520,140,30,50.66666667,6.12,
OHBV,19,OHBV-19,b,OHBV-19-b,41.46477778,82.81994444,173,92,1120,135,19,58.94736842,4.89,1371
OHBV,20,OHBV-20,a,OHBV-20-a,41.46477778,82.81994444,173,83,1103,202,20,55.15,4.42,
OHBV,20,OHBV-20,b,OHBV-20-b,41.46477778,82.81994444,173,88,1208,186,29,41.65517241,4,1443
OHBV,21,OHBV-21,a,OHBV-21-a,41.46477778,82.81994444,173,78,930,110,18,51.66666667,3.88,
OHBV,21,OHBV-21,b,OHBV-21-b,41.46477778,82.81994444,173,81,750,89,17,44.11764706,3.12,1245.4
OHBV,22,OHBV-22,a,OHBV-22-a,41.46477778,82.81994444,173,88,1185,130,19,62.36842105,4.34,
OHBV,22,OHBV-22,b,OHBV-22-b,41.46477778,82.81994444,173,86,1123,158,19,59.10526316,4.7,1554.3
OHBV,23,OHBV-23,a,OHBV-23-a,41.46477778,82.81994444,173,81,1028,155,21,48.95238095,3.75,
OHBV,23,OHBV-23,b,OHBV-23-b,41.46477778,82.81994444,173,83,1165,152,23,50.65217391,3.94,987.6
OHBV,24,OHBV-24,a,OHBV-24-a,41.46477778,82.81994444,173,80,1060,200,22,48.18181818,4.59,
OHBV,24,OHBV-24,b,OHBV-24-b,41.46477778,82.81994444,173,87,1175,108,23,51.08695652,4,1755.2
OHBV,26,OHBV-26,a,OHBV-26-a,41.46477778,82.81994444,173,84,747,105,18,41.5,2.78,
OHBV,26,OHBV-26,b,OHBV-26-b,41.46477778,82.81994444,173,77,948,185,19,49.89473684,4.12,1391.8
OHBV,27,OHBV-27,a,OHBV-27-a,41.46477778,82.81994444,173,85,900,168,19,47.36842105,3.12,
OHBV,27,OHBV-27,b,OHBV-27-b,41.46477778,82.81994444,173,80,930,239,17,54.70588235,5,1651.9
OHBV,28,OHBV-28,a,OHBV-28-a,41.46477778,82.81994444,173,101,1250,160,34,36.76470588,3.98,
OHBV,28,OHBV-28,b,OHBV-28-b,41.46477778,82.81994444,173,96,1397,86,26,53.73076923,3.98,966.3
OHBV,29,OHBV-29,a,OHBV-29-a,41.46477778,82.81994444,173,84,1070,175,20,53.5,4.96,
OHBV,29,OHBV-29,b,OHBV-29-b,41.46477778,82.81994444,173,87,982,183,22,44.63636364,4.52,1365.9
OHBV,30,OHBV-30,a,OHBV-30-a,41.46477778,82.81994444,173,109,1320,163,30,44,4.01,
OHBV,30,OHBV-30,b,OHBV-30-b,41.46477778,82.81994444,173,98,1280,210,24,53.33333333,6.04,2278.3
OHBV,31,OHBV-31,b,OHBV-31-b,41.46477778,82.81994444,173,87,827,140,17,48.64705882,3.41,
OHBV,32,OHBV-32,a,OHBV-32-a,41.46477778,82.81994444,173,86,805,149,17,47.35294118,3.33,
OHBV,32,OHBV-32,b,OHBV-32-b,41.46477778,82.81994444,173,81,927,217,20,46.35,3.87,1205.8
OHBV,34,OHBV-34,a,OHBV-34-a,41.46477778,82.81994444,173,75,800,150,16,50,3.66,
OHBV,34,OHBV-34,b,OHBV-34-b,41.46477778,82.81994444,173,82,974,163,19,51.26315789,4.54,2382.2
OHBV,38,OHBV-38,a,OHBV-38-a,41.46477778,82.81994444,173,96,895,177,23,38.91304348,3.37,
OHBV,38,OHBV-38,b,OHBV-38-b,41.46477778,82.81994444,173,98,885,113,27,32.77777778,3.48,986.7
OHBV,39,OHBV-39,a,OHBV-39-a,41.46477778,82.81994444,173,85,970,118,20,48.5,4.72,
OHBV,39,OHBV-39,b,OHBV-39-b,41.46477778,82.81994444,173,89,1047,187,22,47.59090909,4.44,1814.8
OHSF,1,OHSF-1,a,OHSF-1-a,40.39036111,81.26125,257,107,1130,13,30,37.66666667,4,
OHSF,2,OHSF-2,a,OHSF-2-a,40.39036111,81.26125,257,93,1132,162,21,53.9047619,4.28,
OHSF,2,OHSF-2,b,OHSF-2-b,40.39036111,81.26125,257,81,960,176,18,53.33333333,4.41,1517.2
OHSF,3,OHSF-3,a,OHSF-3-a,40.39036111,81.26125,257,93,918,124,22,41.72727273,4.38,
OHSF,4,OHSF-4,a,OHSF-4-a,40.39036111,81.26125,257,94,1016,137,26,39.07692308,4.3,
OHSF,4,OHSF-4,b,OHSF-4-b,40.39036111,81.26125,257,96,818,103,23,35.56521739,3.13,976.1
OHSF,5,OHSF-5,a,OHSF-5-a,40.39036111,81.26125,257,83,998,90,22,45.36363636,4.64,
OHSF,5,OHSF-5,b,OHSF-5-b,40.39036111,81.26125,257,92,1175,93,24,48.95833333,5.28,1623.1
OHSF,6,OHSF-6,a,OHSF-6-a,40.39036111,81.26125,257,111,870,20,31,28.06451613,3.28,
OHSF,6,OHSF-6,b,OHSF-6-b,40.39036111,81.26125,257,88,612,101,20,30.6,3.49,1364.3
OHSF,7,OHSF-7,a,OHSF-7-a,40.39036111,81.26125,257,107,1300,78,28,46.42857143,4.04,
OHSF,7,OHSF-7,b,OHSF-7-b,40.39036111,81.26125,257,90,890,53,27,32.96296296,3.67,996.2
OHSF,8,OHSF-8,a,OHSF-8-a,40.39036111,81.26125,257,102,940,126,29,32.4137931,4.34,
OHSF,8,OHSF-8,b,OHSF-8-b,40.39036111,81.26125,257,83,670,152,15,44.66666667,4.02,1617.8
OHSF,9,OHSF-9,a,OHSF-9-a,40.39036111,81.26125,257,96,1063,188,26,40.88461538,4.85,
OHSF,9,OHSF-9,b,OHSF-9-b,40.39036111,81.26125,257,94,782,169,23,34,3.77,1252.6
OHSF,10,OHSF-10,a,OHSF-10-a,40.39036111,81.26125,257,93,884,144,22,40.18181818,4.3,
OHSF,10,OHSF-10,b,OHSF-10-b,40.39036111,81.26125,257,67,630,134,16,39.375,3.37,1936.2
OHSF,11,OHSF-11,b,OHSF-11-b,40.39036111,81.26125,257,98,660,238,19,34.73684211,3.84,1230.5
OHSF,12,OHSF-12,a,OHSF-12-a,40.39036111,81.26125,257,92,890,50,23,38.69565217,3.81,
OHSF,12,OHSF-12,b,OHSF-12-b,40.39036111,81.26125,257,82,783,154,18,43.5,3.88,1830.7
OHSF,13,OHSF-13,a,OHSF-13-a,40.39036111,81.26125,257,93,778,90,20,38.9,3.24,
OHSF,13,OHSF-13,b,OHSF-13-b,40.39036111,81.26125,257,89,713,140,21,33.95238095,4.1,1725.7
OHSF,14,OHSF-14,a,OHSF-14-a,40.39036111,81.26125,257,88,1032,154,21,49.14285714,4.75,
OHSF,14,OHSF-14,b,OHSF-14-b,40.39036111,81.26125,257,112,1320,85,32,41.25,4.1,1147.1
OHSF,15,OHSF-15,a,OHSF-15-a,40.39036111,81.26125,257,99,1090,105,23,47.39130435,4.55,
OHSF,15,OHSF-15,b,OHSF-15-b,40.39036111,81.26125,257,95,725,115,20,36.25,3.64,1039.2
OHSF,16,OHSF-16,a,OHSF-16-a,40.39036111,81.26125,257,103,1025,158,25,41,4.84,
OHSF,16,OHSF-16,b,OHSF-16-b,40.39036111,81.26125,257,109,1060,120,32,33.125,4.56,1563.9
OHSF,17,OHSF-17,a,OHSF-17-a,40.39036111,81.26125,257,92,1152,190,23,50.08695652,5.85,
OHSF,17,OHSF-17,b,OHSF-17-b,40.39036111,81.26125,257,99,1200,125,28,42.85714286,4.04,1297
OHSF,18,OHSF-18,a,OHSF-18-a,40.39036111,81.26125,257,115,1085,91,31,35,3.47,
OHSF,18,OHSF-18,b,OHSF-18-b,40.39036111,81.26125,257,89,863,103,19,45.42105263,4.25,2325.4
OHSF,19,OHSF-19,a,OHSF-19-a,40.39036111,81.26125,257,88,833,120,21,39.66666667,4.23,
OHSF,19,OHSF-19,b,OHSF-19-b,40.39036111,81.26125,257,79,842,193,16,52.625,5.17,2372.9
OHSF,20,OHSF-20,a,OHSF-20-a,40.39036111,81.26125,257,111,813,55,28,29.03571429,2.42,
OHSF,20,OHSF-20,b,OHSF-20-b,40.39036111,81.26125,257,93,950,153,19,50,3.67,1243.3
OHSF,21,OHSF-21,a,OHSF-21-a,40.39036111,81.26125,257,111,983,99,31,31.70967742,4.66,
OHSF,21,OHSF-21,b,OHSF-21-b,40.39036111,81.26125,257,91,724,125,23,31.47826087,3.26,994.1
OHSF,22,OHSF-22,a,OHSF-22-a,40.39036111,81.26125,257,82,438,93,17,25.76470588,2.98,
OHSF,22,OHSF-22,b,OHSF-22-b,40.39036111,81.26125,257,118,977,119,30,32.56666667,3.16,991.5
OHSF,24,OHSF-24,a,OHSF-24-a,40.39036111,81.26125,257,91,835,90,26,32.11538462,3.34,
OHSF,24,OHSF-24,b,OHSF-24-b,40.39036111,81.26125,257,97,1160,114,25,46.4,4.1,2129.3
OHSF,25,OHSF-25,a,OHSF-25-a,40.39036111,81.26125,257,90,1035,177,18,57.5,4.52,
OHSF,25,OHSF-25,b,OHSF-25-b,40.39036111,81.26125,257,110,1252,151,26,48.15384615,4.66,1555.5
OHSF,26,OHSF-26,a,OHSF-26-a,40.39036111,81.26125,257,106,700,127,19,36.84210526,3.28,
OHSF,26,OHSF-26,b,OHSF-26-b,40.39036111,81.26125,257,127,1565,45,33,47.42424242,6.29,1326.6
OHSF,27,OHSF-27,a,OHSF-27-a,40.39036111,81.26125,257,94,703,47,16,43.9375,3.24,
OHSF,27,OHSF-27,b,OHSF-27-b,40.39036111,81.26125,257,120,811,194,22,36.86363636,4.97,1432.7
OHSF,28,OHSF-28,b,OHSF-28-b,40.39036111,81.26125,257,92,798,222,26,30.69230769,4.16,
OHSF,29,OHSF-29,a,OHSF-29-a,40.39036111,81.26125,257,110,1305,90,31,42.09677419,5.22,
OHSF,29,OHSF-29,b,OHSF-29-b,40.39036111,81.26125,257,106,867,162,27,32.11111111,4.24,765.1
OHSF,30,OHSF-30,a,OHSF-30-a,40.39036111,81.26125,257,102,1100,188,32,34.375,4.16,
OHSF,31,OHSF-31,a,OHSF-31-a,40.39036111,81.26125,257,101,655,95,21,31.19047619,2.64,
