"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns"
"UVMVT084343","1228.002",10,548.234,0,632.198,910.12,"Vermont: Coates Island","1936-07-25",44.556212,-73.22134,207,1936,150,89,1413.53083687518,816.539789754924,9.48678414010187,15.7921901493168,-0.282129463357538,-0.135341341920254,20
"TENN-V-0155189","1332.023",10,2149.132,0,1140.239,139.482,"NY: Queens: Flushing: Kissena Park","1936-07-15",40.747519,-73.807221,197,1936,218,116,2188.33310092209,987.638807698379,10.3712469238014,27.6457989326235,-0.253959325526057,-0.522877679940702,20
"NYBG-00365766","1220.387",10,0,0,982.122,511.192,"NY: Orange: Black Rock Forest","1936-07-05",41.416659,-73.995908,187,1936,184,71,2115.61656227116,742.277938887944,11.4979160992998,23.4187228270592,-0.21340444893382,-0.230475763576825,20
"NYBG-00365800","1218.378",10,725.178,0,997.178,530.004,"New Jersey: Union: Springfield","1936-07-09",40.705957,-74.319126,191,1936,180,73,2041.10607207184,779.293127039245,11.3394781781769,18.9766354790348,-0.149195079031255,-0.167730883511535,20
"1189111","1170.002",10,2679.298,0,555.622,262.838,"Quebec County, Cap Rouge, along shore of St. Lawrence","1937-08-19",46.745415,-71.342801,231,1937,151,112,1343.76626685699,1061.07756091905,8.8991143500463,21.2776806036925,-0.140200719063471,-1.00080898486479,10
"1189130","1166",10,1576.484,0,857.599,329.612,"EE Ayer place on Lake Geneva about 1mi E of village of Fontana, Walworth Co., Wisconsin","1937-08-08",42.556923,-88.512516,220,1937,161,102,1819.14166699986,1129.33914573825,11.2990165652165,29.0966062880359,-0.272398791795348,-0.9564251018513,20
"OS0016034","1228.059",10,1289.591,0,501.16,303.694,"Quebec, Cap Rouge, shore of St. Lawrence River","1937-08-19",46.73894,-71.356297,231,1937,151,112,1348.84970805351,1064.46966754929,8.93277952353315,21.1760766863103,-0.143533385148165,-0.992136607651152,10
"CHRB0001084J","1144.063",10,617.188,0,567.287,0,"39.83345 -74.08291","1937-08-05",39.83345,-74.08291,217,1937,179,115,2109.27492340384,1322.67513434376,11.7836587899656,25.4239656847461,-0.33297979130624,-0.64794675912965,20
"ILL00121807","1164.043",10,2127.161,0,916.106,419.798,"Walworth Co., Wisconsin, E E Ayer place on Lake Geneva 1mi E of village of Fontana","1937-08-08",42.546961,-88.556708,220,1937,161,102,1823.60276450789,1132.86431121138,11.3267252453906,29.0248114608878,-0.276521184886881,-0.953537536577166,20
"MICH-V-1355554","1164.11",10,0,0,994.952,762.405,"Washtenaw Co., Michigan, marshy bank of Huron River, Huron River Dr, 3miles NW,","1937-07-05",42.326564,-83.804719,186,1937,162,68,1792.88120780609,622.724038653088,11.0671679494203,24.0703237699294,-0.30534517545598,-0.831813522127126,20
"OSU_61843","1232",10,0,0,669.979,299.205,"Washington's Crossing of the Delaware River","1937/08/15",40.294684,-74.869983,227,1937,180,126,2090.62450990407,1486.49937397384,11.6145806105781,27.028278327027,-0.372087741776054,-0.73321103209745,20
"OSU_104656","1230",10,720.658,1206.186,123,219.434,"Monroe County, along Delaware River 2/3 zze of Bushkill ","1937/08/01",41.091518,-74.993215,213,1937,164,96,1801.53073252106,1069.09463407408,10.9849434909821,19.6559626299558,-0.280475234863494,-0.785081996276487,20
"365691","1890.01",10,0,3535.408,915.514,271.529,"Dutchess Co, East Fishkill, NY.","1937/09/07",41.553516,-73.795775,250,1937,165,134,1864.2275918163,1659.47021831769,11.2983490413109,22.2396768880348,-0.274964817923969,-0.758200183730161,20
"MT00043485","1232.002",10,0,0,613.554,799.721,"47.47 -70.35","1937-07-03",47.47,-70.35,184,1937,151,65,1162.05382351233,365.708802280902,7.74702549008219,16.2298411813848,-0.0636248594269686,-0.990018811611119,12
"3008924","477.001",10,283.805,0,196.684,290.88,"Washtenaw Co., Michigan, Ann Arbor, #mi NW of Huron River Dr, bank of Huron River","1937-07-05",42.283518,-83.717403,186,1937,162,68,1801.37602415353,629.018533531069,11.1196050873675,24.0103847529764,-0.313190771963091,-0.81593780952907,20
"465766079","147.5",5,762.6,0,33.57,18.14,NA,NA,45.353677,-63.343134,216,1937,140,81,1248.74629378414,686.812402561655,8.91961638417243,17.0376395629738,-0.0654847845155709,-0.659299085722055,10
"919020638","617.37",5,5611.45,0,0,0,NA,NA,43.24,-71.02,268,1937,158,151,1607.26232020963,1567.75147827759,10.1725463304407,22.3131892953806,-0.00834390680433283,-0.753132507040184,20
"919022856","616.12",5,237.68,1095.478,1737.8,437.9,NA,NA,43.12,-71.01,251,1937,155,131,1605.51756260435,1456.39296012348,10.3581778232539,21.6622547806585,0.044740084161653,-0.758794075040322,20
"2008848","624.003",5,0,0,1223.847,734.781,NA,NA,42.107912,-83.306736,200,1937,162,82,1793.67096855556,850.589017573785,11.072043015775,23.1026372004007,-0.266073483056396,-0.893097748952648,20
"NHA-706860","1604.02",10,4701.897,0,1961.276,425.672,"New Hampshire: Stafford","1937-09-25",43.17479,-70.94086,268,1937,155,148,1600.14211882091,1558.80490013176,10.3234975407801,21.9517547643417,0.0439314658393271,-0.75582021791719,20
"NHA-558937","1173.004",10,1982.738,0,1369.382,385.293,"New Hampshire: Stafford","1937-09-08",43.11967,-71.00687,251,1937,155,131,1605.07125814241,1455.96564111744,10.3552984396285,21.6923980218016,0.0447100751968769,-0.758422336601148,20
"KIRI-06102","1412.837",10,0,0,1896.288,1050.023,"New York: Tompkins: Cayuga Lake Inlet","1937-07-13",42.55098,-76.605199,194,1937,167,81,1739.67392974417,741.012478108691,10.4172091601447,25.2837069135219,-0.228719839331774,-0.864878824880216,16
"NYBG-00365723","1220.339",10,0,0,1725.392,843.402,"Michigan: Washtenaw: Ann Arbor","1937-07-05",42.288032,-83.730826,186,1937,162,68,1801.18308779546,628.831205683366,11.1184141221942,24.0078843277794,-0.313090377482999,-0.816353482587072,20
"NYBG-00366267","1224.223",10,0,0,825.237,536.666,"Quebec: Montreal and Jesus Islands: Montreal-Sud","1937-07-03",45.551679,-73.708201,184,1937,161,70,1622.92677625161,566.555832541376,10.1432923515725,22.8795601333998,-0.201522144257934,-0.960639766498407,20
"v0056075WIS","1176.027",10,1136.355,0,916.625,321.409,"Oconomowoc, Waukesha","1937-08-02",43.114728,-88.506486,214,1937,153,97,1751.53557664916,1021.34516355953,11.4479449454193,30.5724530059171,-0.266162016037439,-1.011616537193,20
"MUHW034948","1370.053",10,557.436,0,723.463,830.775,"2mi SW of Milford, Pike Co., Pennsylvania","1938-07-27",41.300018,-74.829077,208,1938,189,94,1799.10528348474,938.84791902391,9.51907557399332,25.8436724681421,-0.12588211322712,-1.04126420774731,20
"MSC0147376","1178.287",10,2011.75,0,0,0,"Kent Co., Michigan, Grand Rapids Twp, Reed's Lake","1938-08-07",42.955783,-85.604862,219,1938,196,119,1971.2022718332,1224.51239680364,10.0571544481286,24.5475022051201,-0.253321131038144,-0.773536988189967,20
"ILL00121790","882.02",10,1319.753,0,312.325,59.228,"Washington Co., New York, Whitehall","1938-08-22",43.549154,-73.404427,234,1938,193,133,1582.4769353295,1258.89122448121,8.24206737150781,23.6260099895236,0.0812427582618399,-0.992706793297955,20
"v0305285WIS","897.014",10,356.87,0,372.566,351.665,"42.83310 -71.66286","1938-08-21",42.8331,-71.66286,233,1938,189,119,1851.36220062357,1329.69682952483,9.79556719906651,23.8275493530965,0.0641747130202482,-0.939474858814155,20
"MT00043486","1230.002",10,611.919,0,2386.789,656.524,"45.52 -73.62","1938-05-01",45.52,-73.62,121,1938,181,8,1604.48080476011,34.4458465432529,8.91378224866727,25.7064577932178,0.00141045255902768,-0.922280707307111,20
"MT00043487","1234.015",10,708.215,0,811.769,533.816,"48.8965 -64.5871","1938-07-24",48.8965,-64.5871,205,1938,137,67,1125.09428268833,624.223798804484,8.21236702692211,15.4448983326672,0.127517744701886,-0.855087340100654,6
"MT00043488","1234.006",10,0,0,793.757,407.348,"45.5292 -73.4814","1938-07-29",45.5292,-73.4814,210,1938,159,97,1467.56090555287,874.512910964944,9.22994280221932,23.9949317058371,-0.021789453049076,-0.911524089859963,20
"MT00043489","1234.002",10,0,0,1393.43,371.57,"45.5292 -73.4814","1938-07-29",45.5292,-73.4814,210,1938,159,97,1467.56090555287,874.512910964944,9.22994280221932,23.9949317058371,-0.021789453049076,-0.911524089859963,20
"MT00043491","1230.007",10,1455.112,0,222.423,283.589,"45.9 -73.67","1938-08-31",45.9,-73.67,243,1938,137,110,1275.08080836595,1161.97039201575,9.30715918515288,18.8236399970472,-0.0782987129015884,-0.926055137940308,20
"919026384","612.08",5,0,0,1059.21,876.88,NA,NA,44.05,-73.21,196,1938,181,83,1652.77619804936,725.355414681301,9.18208998916312,26.4739116466075,-0.0216467626444034,-1.00087696865515,20
"NHA-726683","1604",10,1307.323,0,1164.989,270.938,"Mass: Norfolk","1938-08-23",42.30358,-71.28375,235,1938,189,121,1811.30585749194,1323.02199536022,9.58362887561874,23.8214071283312,0.0681638538509484,-0.955843686198351,20
"UVMVT126344","1220",10,1215.449,0,1337.298,368.109,"Mass: Nantucket: Nantucket Island","1938-08-12",41.31079,-70.11468,224,1938,184,104,1706.66281264943,1024.52080738732,9.27534137309472,20.4296217463136,0.0134572381666628,-0.971004739820287,9
"TENN-V-0155196","1318.298",10,730.132,0,416.233,0,"Mass: Plymouth: Canton","1938-09-14",42.173161,-71.119736,257,1938,202,156,1786.67761273608,1506.03175948581,8.84493867691127,24.0366519972228,0.098375964712857,-0.917450618050605,20
"NYBG-00365715","1216.288",10,3634.339,0,184.339,1216.003,"Indiana: White County: Monon","1938-09-04",40.860027,-86.872452,247,1938,212,147,2395.69111582621,1851.24431617268,11.3539863309299,25.3069630510876,-0.498635564528626,-0.564887243672084,20
"v0047831WIS","1180.027",10,690.159,0,434.257,195.327,"Peshtigo Wisconsin","1938-07-30",45.059015,-87.749959,211,1938,178,96,1647.80516377945,855.608405486467,9.36252933965597,20.8673727953993,-0.0711309937290198,-0.808317874453294,16
"CALVIN002219_53","517.004",5,1539.552,0,1166.635,508.847,"Huron River Drive, Ann Arbor, MI","1939-07-14",42.309156,-83.756885,195,1939,153,63,1949.53474413844,819.198933483885,12.7420571512317,18.4080683220171,-0.743054976999474,0.317382465316986,20
"1189139","1170.015",10,502.971,0,0,0,"Lanark Co., 1-2mi from Balderson on edge of Mississippi River","1939-09-03",44.975392,-76.356565,246,1939,147,108,1418.94373279739,1214.76427075847,9.71879269039307,19.3929405431742,-0.334936740491334,-0.696907357820039,17
"MU-V-000195894","1162.497",10,1192.034,0,1146.487,0,"Dayton UD Park","1939-07-11",39.741584,-84.175782,192,1939,191,83,2408.94407825303,1039.14436216555,12.678653043437,25.3262864303319,-0.77253475818762,-0.0752530560669702,20
"v0305341WIS","900.005",10,1262.13,0,0,0,"44.24613 -69.89484","1939-08-23",44.24613,-69.89484,235,1939,151,99,1510.85274777901,1102.48551542109,10.0723516518601,17.3633705241563,-0.249821993193333,-0.718470246588949,10
"v0305340WIS","895.014",10,609.635,0,1877.6,896.577,"44.89416 -75.20805","1939-08-07",44.89416,-75.20805,219,1939,148,81,1411.12872293049,858.189566943021,9.59951512197613,19.7060254580031,-0.355121716891668,-0.636527122065655,19
"WTU-V-022142","1246.006",10,1559.63,0,117.047,83.365,"Chilliwack, Vancouver","1939/08/15",49.157151,-122.031759,227,1939,242,125,1317.4612058107,835.89018040562,5.4894216908779,14.4302275871655,0.416867461184698,-0.543735918964954,20
"MT00043492","1230.007",10,3029.551,0,955.037,285.188,"46.02 -74.2","1939-07-26",46.03,-74.2,207,1939,121,68,1086.08713008728,563.60824716922,8.97592669493616,12.019167862481,-0.120248613916924,-0.768532627244461,17
"918941305","154.68",5,77.82,0,442.46,147.55,NA,NA,49.15794,-121.951467,227,1939,239,124,1319.65452933927,837.990698853936,5.56816257105177,14.6189395752705,0.404890480543107,-0.533382110948544,20
"918941317","154.52",5,470.11,118.208,0,0,NA,NA,49.15794,-121.951467,227,1939,239,124,1319.65452933927,837.990698853936,5.56816257105177,14.6189395752705,0.404890480543107,-0.533382110948544,20
"918950457","154.51",5,237.51,0,0,58.31,NA,NA,49.15794,-121.951467,227,1939,239,124,1319.65452933927,837.990698853936,5.56816257105177,14.6189395752705,0.404890480543107,-0.533382110948544,20
"918950468","154.51",5,390.59,0,0,0,NA,NA,49.15794,-121.951467,227,1939,239,124,1319.65452933927,837.990698853936,5.56816257105177,14.6189395752705,0.404890480543107,-0.533382110948544,20
"931038926","433.33",5,0,0,832.71,209.51,NA,NA,42.8,-80.41,190,1939,153,58,1615.21675188238,580.041413909359,10.5569722345253,16.8926776516679,-0.531687495515808,-0.414543530203551,20
"931038965","434",5,0,839.834,636.04,554.66,NA,NA,43.46,-80.52,189,1939,153,57,1558.86222841822,534.92333134685,10.1886420158054,20.1316575617114,-0.330837276295002,-0.459859215812723,20
"UVMVT084366","1224.002",10,0,0,1122.338,559.973,"Vermont: Milton","1939-07-23",44.638305,-73.11446,204,1939,147,65,1423.61092740426,622.071157577644,9.68442807757999,20.0583404223337,-0.245245225082801,-0.830689034674381,20
"v0047825WIS","1174.027",10,824.669,0,288.5,0,"Peshtigo, Wisconsin","1939-08-02",45.059015,-87.749959,214,1939,150,79,1575.51882050714,894.238936548314,10.503458803381,21.7670185073885,-0.350755092677488,-0.670984829599097,15
"ILLS00071251","881.014",10,1325.63,0,187.072,616.159,"Ditch near Berwyn, Illinois, Cook Co.,","1940-07-21",41.846618,-87.800313,203,1940,185,78,2063.51782715434,870.450594942846,11.1541504170505,30.3121592129792,0.126510333980405,-0.942384897285515,20
"0036988MOR","1218.002",10,937.691,0,456.662,610.057,"Illinois, Cook, Wet ditch near Berwyn.","1940-07-21",41.837175,-87.779859,203,1940,185,78,2067.11915539997,872.645242904162,11.1736170562161,30.3152346475754,0.125651909299107,-0.942208704814847,20
"v0047835WIS","1178.061",10,0,0,906.332,259.551,"Milwaukee Co., Wisconsin, lake of Grant Park, South Milwaukee, R5N R22E sec1","1940-08-04",42.919154,-87.848816,217,1940,168,80,1551.71055984565,840.563901125982,9.23637238003361,27.7568339521878,0.256437188748926,-0.635597694163004,14
"UWM0012393","615.066",10,834.527,0,261.716,221.883,"Milwaukee Co., Wisconsin, Grant Park, lake bluffs","1940-08-04",42.916974,-87.841689,217,1940,168,80,1556.68956436466,843.121116068723,9.26600931169438,27.6941188823723,0.253379422568073,-0.63429378977869,14
"MT00070448","1236.002",10,695.333,0,883.363,789.601,"45.676354 -73.439454","1940-07-03",45.676354,-73.439454,185,1940,149,51,1396.32286642418,426.475150322442,9.37129440553139,17.9549299958363,-0.106461345816569,-0.749169953524228,20
"MT00070627","1234.026",10,0,0,1188.708,474.384,"45.676354 -73.439454","1940-07-03",45.676354,-73.439454,185,1940,149,51,1396.32286642418,426.475150322442,9.37129440553139,17.9549299958363,-0.106461345816569,-0.749169953524228,20
"MT00043493","1230.015",10,0,0,0,675.161,"Longueil, Quebec","1940-07-03",45.538293,-73.517455,185,1940,149,51,1444.51828504537,444.612353787555,9.69475359090855,17.5933000486979,-0.146866186391556,-0.76036813241992,20
"MT00043495","1230.002",10,2097.153,0,640.125,0,"46.4 -74.98","1940-08-10",46.4,-74.98,223,1940,133,88,1052.20209604609,756.524802856121,7.91129395523377,14.8207284804043,0.201869478993013,-0.65191442509543,10
"MT00043496","1232.006",10,864.37,0,896.025,616.197,"46 -74.18","1940-08-15",46,-74.18,228,1940,134,94,1098.69312247976,830.941870523913,8.19920240656536,14.1022740521287,0.0356667323783938,-0.871449290230029,18
"MT00043497","1232.006",10,2851.885,0,157.69,107.824,"46.92611 -70.73472","1940-08-17",46.92611,-70.73472,230,1940,128,89,1021.76314291901,771.253081285059,7.98252455405479,10.989851398806,0.253707099267439,-0.694321805253702,9
"MT00043498","1234",10,1471.789,0,479.469,115.169,"45.48 -76.25","1940-08-22",45.48,-76.25,235,1940,135,102,1179.64632877097,960.285905401702,8.73812095385905,15.4451090416813,0.120052511381465,-0.713921071099108,12
"MT00043499","1234.015",10,1057.976,0,589.508,143.562,"45.5 -73.6","1940-08-24",45.5,-73.6,237,1940,155,104,1512.34386224079,1157.27279883628,9.75705717574706,19.0801953155602,-0.17711533934465,-0.77187705834837,20
"465910698","149",5,1460.31,0,0,0,NA,NA,45.466107,-73.593866,245,1940,154,111,1492.24658127744,1224.03103561153,9.6899128654379,18.5723326307781,-0.162069081560158,-0.771797245308046,20
"918950467","155",5,411.49,0,92.27,0,NA,NA,49.111534,-122.734942,216,1940,218,134,1552.59259913797,890.0836014048,7.12198439971546,8.62466613416953,-0.387565470095649,-0.843513345000415,20
"919015720","616.08",5,3530.05,0,0,0,NA,NA,42.71,-70.91,271,1940,171,153,1584.15859405624,1488.31476253383,9.26408534535811,19.2743976251656,0.0447906135359673,-0.720487596709751,20
"CONN00003842","2368.014",10,4753.069,0,0,0,"","1940-09-12",41.411667,-72.416111,256,1940,169,136,1492.4669246575,1295.62256592135,8.83116523465973,17.8665272325545,0.212036734920673,-0.648713294890226,20
"CONN00003829","2367.017",10,8070.422,0,2052.21,1798.831,"   ","1940-08-16",41.293889,-72.383056,229,1940,169,109,1459.94856129425,1014.99392259145,8.63874888339793,18.4243322002774,0.154171243049253,-0.504467732811109,20
"CONN00003856","2361.002",10,5666.902,0,0,0,"Conn: Tolland County: Mansfield","1940-09-12",41.806944,-72.247778,256,1940,171,138,1492.41394504097,1301.55002371394,8.72756693006414,20.5433827629352,0.141454217392734,-0.839226809196017,20
"TENN-V-0155210","1320.123",10,0,0,1372.432,734.239,"West Virginia: Indian Creek, Salt Sulphur Springs","1940-07-01",37.57036,-80.57157,183,1940,185,58,1746.63325646087,591.471755283678,9.44126084573441,21.0746701926997,-0.378271157093095,-0.714520906420749,20
"OS0015822","1214.137",10,1582.574,0,0,0,"Salisbury Massachusetts","1940-08-28",42.841729,-70.877012,241,1940,171,123,1580.08485304013,1220.04543759307,9.2402622984803,19.4927654804656,0.0685732335071114,-0.742256499263661,20
"1189120","1170.002",10,1718.489,0,700.151,0,"East Haddanm Middlesex Co., Connecticut","1941-08-15",41.49894,-72.460565,227,1941,166,104,1723.05462712217,1141.47338619611,10.3798471513384,16.7639911942852,-0.230294719377847,-0.701599785579919,20
"MUH034957","1372.052",10,1818.813,0,1147.412,718.715,"Northampton Co., Pennsylvania, Delaware River, 0.25-0.5ni MW of Riverton","1941-07-20",40.83388,-75.093311,201,1941,200,104,2286.23614458446,1156.47644638057,11.4311807229223,23.3198073605804,-0.297764937416619,-0.716340068904034,20
"ILL00121789","880.02",10,1261.043,0,1065.343,274.321,"Lake Goerge, Warren Co., Harris Bay","1941-08-20",43.426874,-73.710791,232,1941,183,132,1740.03719206503,1299.03139365686,9.50839995663951,20.105141857747,-0.184364229576954,-0.683199455243085,20
"v0057051WIS","1176.096",10,0,0,741.924,865.057,"along creek leading to Williams Bay","1941-07-10",42.580847,-88.533717,191,1941,202,94,2143.24935782486,900.250774985797,10.6101453357666,29.353643888453,-0.141026541856833,-0.655452259634647,20
"v0057056WIS","1180.108",10,1487.66,0,761.244,764.393,"Waukesha Co., Wisconsin, Hunters Lake, Dousman","1941-07-04",42.999379,-88.459541,185,1941,182,70,1944.49431941284,689.169472527938,10.6840347220486,25.0173234763704,-0.0506346003533034,-0.567510854935805,20
"WSU_225036","934.043",10,347.312,0,212.802,316.518,"Spokan County, Washington, Cannon Hill Park","1941/06/27",47.637862,-117.422486,178,1941,191,95,1500.49720516365,500.345687836755,7.89735371138765,26.1132429834719,0.394153942192292,-0.71960201703121,20
"365744","1890",10,6405.488,0,0,0,"Elkhart County, Indiana, along Rd 13 north of Middlebury","1941/07/05",41.67982,-85.706293,186,1941,202,91,2261.43366381526,880.728153832425,11.2509137503247,28.3775235184951,-0.255859172102429,-0.698293459788315,20
"2058490","1892",10,6654.132,0,438.933,533.771,"Elkhart County, Indiana, in bog","1941/07/05",41.74854,-86.01133,186,1941,202,91,2237.10997601311,872.615227046354,11.1299003781747,27.8008976534408,-0.240202773347402,-0.669364348058196,20
"IND-0075824","576.724",10,3026.639,0,1235.802,789.422,"Koscuisko Co., Indiana, S of Highland View on the SE side of Lake Wawasee","1941-07-08",41.376958,-85.674042,189,1941,205,94,2320.05940426605,944.582843157234,11.3728402169904,28.5389723232663,-0.298700482792622,-0.707291194910146,20
"919013899","614.72",5,0,0,1115.94,469.45,NA,NA,44.86,-73.3,195,1941,170,93,1610.94321291268,816.998153420048,9.47613654654518,22.0985302007096,-0.04982265985503,-0.761747697596037,20
"919028424","612.16",5,0,0,1173.42,729.81,NA,NA,42.56,-70.88,186,1941,187,84,1841.67662900002,719.282833783839,9.9550088054055,19.8904723898111,-0.132965401744737,-0.422664199718574,20
"919029949","612.05",5,803.21,0,1485.63,426.81,NA,NA,44.96,-69.12,191,1941,148,67,1315.89771543388,555.667217604592,8.89120077995867,16.2959127328089,0.0639042186660813,-0.627117791763731,13
"CONN00003872","2356.054",10,609.117,0,733.921,409.585,"Mass: Essex County: Newburyport","1941-08-12",42.8,-70.883333,224,1941,187,122,1907.04392371259,1288.67300031745,10.2529243210354,20.7872097669311,-0.237646861960621,-0.400081504437222,20
"NYBG-00366256","1218.399",10,0,0,1676.172,316.348,"Conn: bridge near Boathouse, Bantam River","1941-08-17",41.72225,-73.236027,229,1941,190,130,1842.19105839765,1301.59764470743,9.69574241261919,20.5328780094053,-0.243883674883984,-0.690638431599572,20
"NYBG-00366265","1218.378",10,736.232,0,524.108,209.981,"Penn: Montgomery: West Manayuk","1941-07-25",40.026968,-75.234059,206,1941,202,110,2480.67874800674,1268.41285244897,12.2805878614195,24.5680490667294,-0.412116744816779,-0.571848509417237,20
"BUT54986","1183.841",10,1963.748,0,1982.394,137.928,"Indiana, Elkhart Co., just N of Middlebury","1941-07-05",41.687221,-85.709002,186,1941,202,91,2260.75649237633,880.593117702538,11.2475447381907,28.3744196528977,-0.255063837065345,-0.699096603545454,20
"MUHW034957","1371.082",10,1651.088,0,1368.121,723.646,"Northampton Co., Pennsylvania, 0.25-1,5 mi NW of Riverton along Delaware River","1941-07-20",40.835087,-75.094745,201,1941,200,104,2285.71870596916,1156.17573275512,11.4285935298458,23.3131614124468,-0.297852199977828,-0.716428264587888,20
"CHRB0001073","1142.044",10,1247.259,0,598.356,631.289,"41.03343 -74.63850","1942-08-04",41.03343,-74.6385,216,1942,188,105,2042.27863753801,1254.21711467668,10.8631842422235,18.6274911892985,-0.279389569310664,-0.692487567164978,20
"MT00043509","1230.002",10,0,0,1116.79,428.205,"48.1695 -65.8464","1942-08-12",48.1695,-65.8464,224,1942,136,92,1002.55177119543,681.4983743969,7.37170419996637,11.903350168662,0.113375112249744,-0.438297381104487,7
"918950476","154.51",5,0,0,380.36,109.88,NA,NA,49.301705,-123.1417,225,1942,213,139,1500.16603107073,978.329237821622,7.04303300972175,13.9580685241529,0.277727824757802,-0.729794198989773,20
"918950480","155.51",5,204.02,0,277.41,75.42,NA,NA,50.8,-113.99,246,1942,108,96,653.064716105818,589.529735246446,6.04689551949831,12.7454277259568,0.160238214230617,-0.878188551205268,7
"919031244","610.05",5,1432.49,0,129.56,235.65,NA,NA,42.12,-71.18,203,1942,175,86,1796.69789481368,890.634898549532,10.266845113221,17.402503039897,-0.270767097315084,-0.567367054962185,20
"KIRI-06100","1416.051",10,0,0,1143.545,0,"Mass: Essex County: Meadow","1942-08-15",42.85247,-70.94618,227,1942,181,116,1824.52496162476,1256.70662268772,10.0802484067666,19.3580285920841,-0.223050113827309,-0.545029139456455,20
"NYBG-00365706","1228.102",10,0,0,1610.894,688.334,"NY: Tompkins: Ithaca","1942-07-19",42.448525,-76.511422,200,1942,187,89,1805.58898542,903.633031859355,9.65555607176468,22.7956079166655,-0.184765409807264,-0.9218025056389,18
"1189109","1168.002",10,590.525,0,523.281,251.91,"Carleton CO., Nepean Twp., ConcI, lot16, Palm Beach, Ottawa River","1943-08-01",45.369829,-75.799871,213,1943,133,79,1295.56591917346,845.171579585988,9.74109713664259,16.418940826281,-0.2657357591049,-0.593867293293295,13
"1189133","1168",10,792.2,0,977.545,607.824,"Lanoraie, Bertheir County,","1943-07-06",45.958282,-73.219432,187,1943,134,53,1282.53883953162,475.365638681934,9.57118536963898,14.1540023723586,-0.0748676871920527,-0.369005355419946,20
"OS94734","1274.265",10,415.813,0,281.32,636.902,"40.81083 -81.93556"," 1943-07-03",40.81083,-81.93556,184,1943,165,61,1811.41877194914,682.272827466454,10.9782955875706,23.5332210796655,-0.474834478006539,-0.781517828473012,20
"v0305265WIS","895.014",10,0,0,689.458,530.571,"42.32299 -71.90901","1943-07-10",42.32299,-71.90901,191,1943,153,67,1609.9941783592,680.758623470045,10.5228377670536,18.7494082934588,-0.234784358845113,-0.753713025572997,20
"OSU_103445","1230.004",10,1233.005,0,617.645,324.555,"Baie du Febvre, St. Zephirin Route","1943/08/19",46.05924,-72.626527,231,1943,126,97,1211.38437495034,970.922373290563,9.61416170595509,10.9986896169474,0.213152663579975,-0.185519388000197,19
"RMBC_15958","1258.002",10,629.393,0,1424.767,409.989,"Sidney, BC","1943/09/23",48.644053,-123.403141,266,1943,188,170,1089.08816682985,974.847192459688,5.79302216398855,8.48887825129352,-0.191868950445562,-0.665632205495782,20
"RMBC_53195","1254",10,2080.698,0,0,0,"Baie du Febvre, Quebec","1943/06/29",46.139809,-72.723001,180,1943,126,46,1195.8582915436,390.656792561774,9.49093882177457,11.2077288027235,0.257172354462709,-0.204918111605568,20
"MT00043501","1232.002",10,324.099,0,681.446,353.565,"45.88 -72.48","1943-07-31",45.88,-72.48,212,1943,126,78,1242.40104884289,781.357761337289,9.86032578446738,12.4629040716195,0.0818570002094357,-0.249026315939894,20
"3009097","479.001",10,608.783,0,179.363,129.813,"Carleton Co., Nepean Twp, Conc I, lot 16, Palm Beach, Ottawa River","1943-08-01",45.368637,-75.796031,213,1943,133,79,1295.22914042963,845.136566925408,9.73856496563633,16.4493933072183,-0.265639551683744,-0.590898136092963,13
"MT00043502","1230.002",10,0,0,1147.548,283.019,"Oka, bordering lac des Deux-Montagnes","1943-08-06",45.464076,-74.077177,218,1943,143,94,1372.52200554554,955.791741243308,9.59805598283597,16.960430736383,-0.198432808708542,-0.575875500748926,20
"MT00043503","1230.007",10,2292.815,0,0,0,"Boucherville, Quebec","1943-09-20",45.594236,-73.438882,263,1943,135,130,1322.27608657044,1309.69555376241,9.79463767829957,15.0145736310844,-0.22809010126129,-0.162551942832435,20
"465910702","151",5,686.48,0,0,0,NA,NA,46.138194,-72.720917,222,1943,126,88,1195.73308588311,871.251268016299,9.48994512605642,11.2088396040413,0.257367116016748,-0.204618361590899,20
"918950484","156.51",5,0,159.263,333.99,104.84,NA,NA,46.138194,-72.720917,222,1943,126,88,1195.73308588311,871.251268016299,9.48994512605642,11.2088396040413,0.257367116016748,-0.204618361590899,20
"919012633","614.7",5,589.4,300.666,560.86,0,NA,NA,42.98,-70.95,205,1943,161,83,1634.67095986204,890.55359471974,10.1532357755407,20.3096695357584,-0.200269725829195,-0.675687818514357,20
"919020846","616.08",5,777.24,844.046,1832.48,133.69,NA,NA,42.18,-71.14,220,1943,160,97,1725.4884869443,1124.88834285823,10.7843030434019,19.933400710543,-0.317867211217064,-0.542246628654113,20
"CONN00003806","2356.094",10,7679.193,0,833.153,411.824,"Conn: Fairfield County: Westport","1943-08-11",41.123333,-73.3475,223,1943,161,101,1896.24840989336,1281.75397545977,11.7779404341202,19.6218881130334,-0.316176725993624,-0.883006423742441,20
